,budget,popularity,runtime,spoken_languages,revenue,collectionYN,EnYN,DirectorRev
921,0,9.221178,115.0,2,83027924,1,0,0.0
922,250000000,19.083723000000003,153.0,1,933959197,1,1,746636053.0
923,19000000,9.262184,118.0,1,141407024,1,1,402729257.0
924,11000000,8.888717999999999,101.0,1,807535,0,0,0.0
925,800000,11.322173,121.0,4,921548,0,0,0.0
926,25000000,9.304901,93.0,1,36400360,1,1,0.0
927,0,7.832484,119.0,3,30229977,0,1,0.0
928,3000000,5.254847,106.0,1,15119639,0,1,86962927.0
929,60000000,6.22229,91.0,2,163403799,0,1,239111398.0
930,80000000,14.75562,103.0,2,274470394,1,1,162174044.0
931,4200000,2.031919,146.0,1,10000000,0,0,0.0
932,13000000,14.901689999999999,112.0,1,318000141,1,1,370334030.0
933,8500000,12.421754,138.0,2,70600000,0,1,52011256.0
934,11000000,9.659244000000001,106.0,1,78874843,0,1,0.0
935,17000000,16.574021,96.0,1,33000000,1,1,0.0
936,20000000,8.16645,88.0,1,39300000,1,1,0.0
937,80000000,9.034884,126.0,1,39459427,0,1,51186851.0
938,11000000,5.010562999999999,0.0,1,12935800,0,0,0.0
939,60000000,9.471838,148.0,2,66976317,0,0,84737843.0
940,80000000,8.967638,113.0,1,91188905,0,1,0.0
941,1000000,1.7958490000000003,94.0,3,1744858,0,1,57136157.0
942,6700000,4.987123,96.0,1,12118661,0,0,0.0
943,26000000,11.890138,115.0,3,61489265,0,1,72447422.0
944,35000000,13.963892000000001,118.0,1,46216641,0,1,42182552.0
945,0,0.23551799999999998,95.0,1,58840,0,1,0.0
946,19000000,2.727017,117.0,1,19738015,0,1,0.0
947,0,10.841495,98.0,1,23570541,0,1,0.0
948,31000000,14.505987,157.0,2,134095253,0,1,102717044.0
949,20000000,4.15656,84.0,1,1675706,0,1,25544563.0
950,0,7.594022,106.0,1,13885802,0,1,0.0
951,0,2.165608,96.0,1,49667,0,1,0.0
952,609000,7.122093,101.0,2,3202000,0,1,0.0
953,22000000,9.763928,115.0,1,28744356,0,1,15323458.0
954,0,7.122938,111.0,1,65595485,0,1,58935825.0
955,6000000,4.664474,141.0,2,1530216,0,0,0.0
956,15000000,9.285519,120.0,4,77000000,0,0,74959508.0
957,1200000,23.508433,103.0,1,103911669,1,1,370334030.0
958,60000000,6.5049269999999995,92.0,1,164433867,1,1,79591499.0
959,0,10.101183,115.0,2,17808,0,0,0.0
960,6788000,7.881010000000001,103.0,1,13878334,0,1,0.0
961,10500000,8.253705,100.0,2,42070000,0,0,0.0
962,20000000,10.448481,106.0,1,21284514,0,1,28159590.0
963,0,5.185771,119.0,2,1841260,0,1,0.0
964,1000000,10.766409,104.0,2,4235151,0,0,0.0
965,73000000,8.884406,118.0,1,151493655,0,1,82554281.0
966,3000000,8.122042,86.0,1,19472057,1,1,0.0
967,25000000,11.338194,130.0,3,56505065,0,1,53068232.0
968,35000000,17.310647,125.0,1,140795793,0,1,77919232.0
969,0,9.385078,115.0,1,41410568,0,1,85359573.0
970,17000000,11.03595,112.0,1,115350426,1,1,74025002.0
971,12000000,5.914833,114.0,2,22750363,0,1,0.0
972,0,6.093938,105.0,1,957240,0,1,0.0
973,9200000,0.882864,157.0,1,21000000,0,1,0.0
974,40000000,12.589019,99.0,1,114830111,0,1,38280840.0
975,27000000,9.644085,109.0,1,29000000,0,1,0.0
976,30000000,12.727269,118.0,1,47042000,0,1,303216287.0
977,10000000,6.703892,92.0,1,6272403,0,1,0.0
978,0,1.081517,40.0,1,87600000,0,1,31063658.0
979,75000000,12.287636000000001,114.0,2,108000000,0,1,87009894.0
980,0,2.1624950000000003,71.0,3,44057737,1,0,0.0
981,0,7.587797,100.0,1,19910002,0,1,0.0
982,4000000,10.714172999999999,94.0,1,20045115,0,1,0.0
983,32000000,14.958098000000001,111.0,1,27635305,0,1,0.0
984,0,4.119518,103.0,1,6472990,0,1,0.0
985,137731,1.78367,83.0,1,1778391,0,1,0.0
986,53000000,8.657364999999999,116.0,1,157387195,0,1,131823300.0
987,1800000,5.550496,93.0,1,21107746,0,1,0.0
988,2000000,7.636625,90.0,4,11125849,0,0,0.0
989,5000000,7.66414,106.0,1,40266982,0,0,0.0
990,0,5.889414,92.0,3,29235353,0,1,0.0
991,0,6.990989999999999,138.0,2,38901218,0,1,13508481.0
992,15000000,6.617708,115.0,1,30127963,0,1,37478835.0
993,280379,8.913793,90.0,1,364937,1,1,0.0
994,30000000,8.599342,92.0,1,35078241,0,1,140995629.0
995,135000000,13.047775999999999,112.0,1,245623848,1,1,0.0
996,0,3.751532,98.0,1,45250,0,1,0.0
997,40000000,6.475665,130.0,1,5446000,0,1,50554198.0
998,56000000,7.81645,95.0,2,113006880,0,1,119372263.0
999,100000000,18.932203,131.0,3,347451894,1,1,206258574.0
1000,0,0.6545489999999999,89.0,1,331000,0,1,0.0
1001,2000000,3.462653,123.0,2,38135878,0,0,0.0
1002,14000000,14.260779000000001,119.0,1,320145693,0,1,94859619.0
1003,0,11.067992,93.0,1,1519796,1,1,0.0
1004,15000000,10.527141,111.0,3,76286096,0,1,158053263.0
1005,5000000,8.466725,97.0,1,26888376,1,1,15571493.0
1006,60000000,12.789812,130.0,1,218340595,1,1,338681291.0
1007,68000000,10.466306,121.0,1,29762011,0,1,0.0
1008,0,2.59282,103.0,1,17487531,0,1,21438154.0
1009,50000000,4.909738,114.0,1,10541523,0,1,0.0
1010,0,0.044048000000000004,85.0,1,928391,0,0,0.0
1011,17000000,6.5900929999999995,98.0,1,14899417,0,1,343159573.0
1012,2500000,3.750365,90.0,2,107559,0,1,0.0
1013,55000000,15.214342000000002,94.0,1,187361754,0,1,74064851.0
1014,0,13.311827,102.0,2,1108462,0,1,25601323.0
1015,40000000,12.189038,130.0,7,191185897,1,1,127651949.0
1016,23000000,11.076971,163.0,5,43984230,0,1,11202449.0
1017,0,7.356831,93.0,1,8692426,0,1,0.0
1018,180000000,18.13542,143.0,2,748806957,1,1,432314155.0
1019,0,7.489306,109.0,1,199436,0,1,0.0
1020,85000000,12.16276,122.0,3,311312624,1,1,67428779.0
1021,12000000,7.594102,84.0,1,9584131,1,0,61326671.0
1022,6500000,8.254209,114.0,1,51079064,0,1,25463253.0
1023,0,0.6194810000000001,111.0,2,9518342,0,1,21647528.0
1024,2900000,4.919716,113.0,1,5596708,0,0,19428519.0
1025,20000000,6.496913,108.0,1,6819587,0,1,0.0
1026,0,8.461631,113.0,4,42776760,0,0,169642387.0
1027,4500000,6.874828,102.0,1,7390108,0,1,88976946.0
1028,4500000,8.786269,95.0,2,123820,0,1,0.0
1029,0,7.631049000000001,109.0,3,10000000,1,1,0.0
1030,800000,7.9747259999999995,91.0,1,1984662,1,0,30391661.0
1031,0,6.437916,98.0,1,15000,0,1,0.0
1032,20000000,3.782547,96.0,1,22471595,0,1,0.0
1033,0,6.464826,95.0,1,14347000,0,1,53778872.0
1034,7000000,6.868022,95.0,1,6860853,0,0,0.0
1035,25000000,7.308161999999999,83.0,1,80936232,0,1,76301717.0
1036,15000000,13.183804,110.0,1,120207127,1,1,108810950.0
1037,0,6.266831,119.0,1,985007,1,1,0.0
1038,15000000,4.643981,88.0,3,52970014,0,1,208731009.0
1039,0,0.273694,97.0,2,254190,0,1,0.0
1040,0,0.676383,90.0,1,606694,0,0,0.0
1041,0,0.19251300000000002,93.0,1,1221366,0,1,0.0
1042,11000000,7.915367999999999,95.0,1,72778712,1,1,49714984.0
1043,0,5.759423,103.0,2,4367497,0,0,0.0
1044,0,10.444048,120.0,1,28641776,0,1,0.0
1045,15000000,14.14078,108.0,1,36869414,0,1,0.0
1046,5000000,1.9628729999999999,90.0,1,1189612,0,1,0.0
1047,0,0.190879,120.0,1,3082901,0,0,0.0
1048,6000000,41.109264,175.0,3,245066411,1,1,41989560.0
1049,85000000,14.043416,136.0,1,194168700,0,1,225281427.0
1050,58000000,14.686035999999998,130.0,3,352194034,1,1,145682818.0
1051,10000000,5.13955,93.0,2,26330482,0,1,38104236.0
1052,12000000,2.1627810000000003,90.0,1,80000000,1,0,529356247.0
1053,38000000,8.898988000000001,110.0,1,112343513,0,1,53075150.0
1054,15000000,3.9698599999999997,96.0,2,40590000,0,1,0.0
1055,0,0.48139399999999993,82.0,1,3370574,0,0,0.0
1056,27000000,3.104943,124.0,2,14859394,0,1,44872271.0
1057,30000000,7.645827000000001,113.0,1,33013805,0,1,47435641.0
1058,13500000,8.969705000000001,90.0,4,3342697,0,0,30128531.0
1059,0,3.7015379999999998,106.0,1,15530077,0,0,0.0
1060,7200000,5.553737,99.0,1,2300000,0,1,0.0
1061,20000000,8.801032000000001,100.0,1,8352885,0,1,0.0
1062,95000000,15.297820999999999,102.0,1,114178613,0,1,0.0
1063,9000000,19.827545999999998,87.0,1,44196684,1,1,0.0
1064,0,1.943323,97.0,1,3021629,0,1,0.0
1065,0,7.936216,124.0,1,129795554,0,1,42182552.0
1066,42000000,11.214779,90.0,3,60845711,0,1,53695711.0
1067,5600000,8.853168,85.0,1,18469680,1,0,0.0
1068,17000000,10.250997,105.0,1,12355798,0,1,41999198.0
1069,14000000,9.781450999999999,125.0,3,185438673,1,1,0.0
1070,40000000,13.02535,86.0,1,38172500,0,1,0.0
1071,40000000,12.520688,114.0,1,141069860,0,1,118447385.0
1072,62000000,6.318445,106.0,1,107879496,0,1,47771858.0
1073,39000000,10.296047,87.0,1,35287788,0,1,232275059.0
1074,8500000,9.099731,97.0,1,32222567,1,1,72447422.0
1075,4000000,8.16339,96.0,1,31584901,0,1,26863342.0
1076,8000000,6.0404860000000005,98.0,1,59612888,1,1,19998000.0
1077,44000000,11.342024,125.0,1,63327201,0,1,44881237.0
1078,105000000,20.151037,100.0,1,408579038,1,1,402156682.0
1079,60000000,13.214068,104.0,2,105178561,1,1,73648396.0
1080,220000000,89.887648,143.0,1,1519557910,1,1,738766370.0
1081,75000000,7.116536999999999,99.0,2,14010690,0,1,0.0
1082,350000,10.421679,85.0,1,29400000,1,1,220555937.0
1083,2600000,11.600224,91.0,1,2850263,0,1,82752763.0
1084,0,7.68372,96.0,1,126737428,1,1,35046571.0
1085,3537415,9.117054,162.0,3,1390172,0,0,0.0
1086,100000000,9.615691,121.0,3,230884728,1,1,372257531.0
1087,2000000,6.5360059999999995,118.0,1,11540607,0,1,28594889.0
1088,0,3.408264,102.0,2,40000,0,0,0.0
1089,26000000,6.8666339999999995,99.0,1,36800000,1,1,0.0
1090,0,2.969691,94.0,3,50673078,1,0,0.0
1091,22000000,6.760321,116.0,1,15400000,0,1,28380833.0
1092,100000,8.003815,96.0,1,444098,0,1,0.0
1093,20000000,39.39497,116.0,3,229400000,0,0,65409310.0
1094,19000000,10.874079,95.0,1,8247943,0,1,105718091.0
1095,878000,13.916101000000001,102.0,4,10462500,0,1,0.0
1096,0,5.599039,85.0,1,14947,0,1,0.0
1097,12000000,6.829528,98.0,1,84500122,1,1,57804308.0
1098,0,6.398905,86.0,2,161410,0,1,0.0
1099,0,7.781789999999999,162.0,1,1751330,0,1,0.0
1100,17000000,11.454835000000001,97.0,4,129042871,1,1,74064851.0
1101,300000,7.906219999999999,88.0,2,2750275,0,1,0.0
1102,2000000,9.551293,153.0,1,9250000,0,1,32918708.0
1103,150000000,5.587707,144.0,2,709709780,1,1,402729257.0
1104,22000000,7.719173,175.0,5,50750000,0,1,30328911.0
1105,8000000,8.762536,95.0,1,60641,0,1,0.0
1106,27000000,9.848674,117.0,1,16519460,0,1,13981441.0
1107,3200000,6.726389999999999,105.0,2,5332926,0,1,0.0
1108,300000,1.6879009999999999,88.0,1,1750211,0,1,0.0
1109,3500000,6.261686,96.0,1,7339398,0,0,0.0
1110,90000000,10.338222,106.0,1,174578751,1,1,100822098.0
1111,32000000,9.796961999999999,93.0,1,147332697,0,1,118000879.0
1112,13000000,15.295948999999998,125.0,1,2636637,0,1,13622461.0
1113,3400000,5.101153,94.0,2,31063038,0,1,39315397.0
1114,19000000,1.418221,93.0,1,2119994,0,1,89547128.0
1115,30000000,6.34785,105.0,1,53898845,0,1,38924325.0
1116,16000000,7.404835,124.0,3,34786960,0,1,0.0
1117,1250000,14.605464000000001,92.0,1,8500000,0,1,0.0
1118,10000000,17.046052,97.0,1,30658387,0,1,0.0
1119,3250000,1.393391,107.0,1,32788,0,1,0.0
1120,4000000,16.861532999999998,77.0,1,87404651,1,1,106589401.0
1121,0,5.289075,102.0,1,11129057,0,1,0.0
1122,30000000,13.371056,92.0,1,54819301,0,1,118447385.0
1123,0,9.596119,90.0,1,2681345,0,1,0.0
1124,0,4.6018669999999995,90.0,1,28281,0,1,0.0
1125,0,11.069608,112.0,3,4706919,0,1,36308445.0
1126,0,6.341259,106.0,1,6149791,0,1,0.0
1127,18000000,9.309967,117.0,1,25005257,0,1,13622461.0
1128,80000000,10.796939,129.0,1,96105964,0,1,30724287.0
1129,0,0.6090800000000001,99.0,1,11000000,0,1,0.0
1130,0,12.372036,87.0,2,24689703,0,1,26478610.0
1131,10500000,11.548303,99.0,1,100659,0,1,0.0
1132,85000000,11.038969999999999,88.0,1,222231186,0,1,116484707.0
1133,90000000,24.30526,126.0,3,263920180,0,1,84737843.0
1134,9000000,7.720692,102.0,3,8303261,0,1,0.0
1135,12000000,16.274653,125.0,1,307166834,0,1,117299128.0
1136,0,2.958988,144.0,3,810455,0,0,0.0
1137,0,1.099467,95.0,1,680224,0,0,0.0
1138,747000,2.775402,107.0,1,44566,0,0,0.0
1139,0,4.02059,82.0,2,34664,0,1,0.0
1140,1119000,0.948775,103.0,1,2019000,0,1,0.0
1141,20000000,9.830382,109.0,1,46089287,0,1,54650204.0
1142,15000000,7.603652,97.0,2,64256513,0,1,50499729.0
1143,10000000,3.492576,89.0,3,598645,0,1,178372554.0
1144,0,4.148276,90.0,1,1675484,0,1,0.0
1145,100000000,11.174041,115.0,2,94882889,0,1,158053263.0
1146,30000000,7.566321,124.0,2,82150642,1,1,28146994.0
1147,5000000,1.8455540000000001,99.0,1,846704,1,1,0.0
1148,65000,2.799356,99.0,1,416498,0,1,0.0
1149,13000000,7.17548,119.0,2,51723285,1,0,163387458.0
1150,25000000,14.723645999999999,117.0,1,71009334,0,1,135760172.0
1151,0,1.459459,168.0,1,17000000,0,0,0.0
1152,62000000,7.879924000000001,116.0,4,127666415,0,1,104369203.0
1153,0,4.912294999999999,97.0,1,35114428,0,1,26478610.0
1154,6000000,10.124544,99.0,1,50244700,1,1,15323458.0
1155,0,5.257142,100.0,1,5151936,0,0,0.0
1156,23000000,9.327986,89.0,1,51881013,1,1,0.0
1157,6000000,14.044122,100.0,1,213954274,1,1,89547128.0
1158,10000000,14.014025,103.0,2,83557872,0,1,178372554.0
1159,52000000,6.9061449999999995,112.0,1,75450437,0,1,89100010.0
1160,18000000,4.558075,338.0,8,871279,0,1,0.0
1161,5000000,9.069963000000001,135.0,2,13269963,0,1,0.0
1162,0,7.938629,82.0,1,2744253,0,1,0.0
1163,0,9.668784,100.0,1,215576,0,1,0.0
1164,0,8.569996000000002,108.0,3,9930095,0,1,35481780.0
1165,55000000,14.178281,108.0,1,330444045,1,1,138361477.0
1166,7000000,4.896196,101.0,1,3218666,0,0,0.0
1167,5000000,4.800426,106.0,1,1296184,0,1,0.0
1168,15000000,7.9420839999999995,94.0,1,20566327,0,1,0.0
1169,0,5.634675,107.0,1,7185518,0,1,162174044.0
1170,200000000,13.693001999999998,106.0,4,559852396,1,1,411112192.0
1171,20000000,8.129407,82.0,2,80547866,1,1,41313098.0
1172,100000000,23.247298,124.0,1,142337240,0,1,43860247.0
1173,0,5.843804,101.0,1,223003,0,1,0.0
1174,28000000,6.062425,91.0,2,10126458,0,1,75473684.0
1175,1750000,4.250819,109.0,1,2200000,0,1,0.0
1176,20000000,6.612175,105.0,1,16974459,0,1,370334030.0
1177,150000000,12.533525,109.0,1,215283742,0,1,206258574.0
1178,15000,12.706424,86.0,1,193355800,1,1,97095295.0
1179,26000000,11.519662,116.0,2,109449237,0,1,77919232.0
1180,0,0.618434,116.0,1,473993,0,1,0.0
1181,15000000,5.764399,123.0,1,21032267,0,1,0.0
1182,28000000,11.476443,136.0,2,186438883,0,1,169886097.0
1183,7000000,15.280219,90.0,1,7644937,0,1,0.0
1184,60000000,8.810961,127.0,3,80154140,0,1,43195360.0
1185,11000000,8.046375,109.0,1,4491986,1,1,16149636.0
1186,1500000,6.4666879999999995,93.0,1,30553394,1,1,39568002.0
1187,1000000,5.760319,98.0,1,9138338,0,1,0.0
1188,13800000,11.613655,119.0,2,52293982,1,1,71791157.0
1189,26000000,4.920175,94.0,2,38793283,0,1,55803379.0
1190,105000000,18.50194,91.0,1,716392705,0,1,0.0
1191,21000000,13.217421,92.0,3,43928932,1,1,164027929.0
1192,1200000,5.39865,115.0,1,2736000,0,1,0.0
1193,11800000,8.364201,118.0,1,40272135,0,1,10503410.0
1194,1500000,8.504511,78.0,2,30448000,1,0,0.0
1195,72000000,9.997032,125.0,4,96889998,1,1,343159573.0
1196,225000000,12.490891,150.0,1,419651413,1,1,432314155.0
1197,5000000,3.531682,94.0,1,5476060,0,1,480386527.0
1198,7500000,5.795045,93.0,1,296000000,1,1,57136208.0
1199,0,9.518564,122.0,1,17381942,0,1,0.0
1200,0,1.3234219999999999,113.0,1,57252,0,1,0.0
1201,0,1.62344,0.0,1,39598448,0,0,0.0
1202,36000000,17.714247,109.0,2,44350926,0,1,173166405.0
1203,0,1.7141520000000001,95.0,1,337812,0,1,0.0
1204,0,3.9688529999999997,107.0,1,6132924,0,1,22012716.0
1205,1500000,4.948569,96.0,2,418961,0,1,0.0
1206,5000000,5.5968599999999995,120.0,1,3099314,0,1,0.0
1207,0,9.617662,105.0,1,11879046,0,0,0.0
1208,15000000,3.4949,97.0,1,4627375,1,1,0.0
1209,60000000,11.328316000000001,109.0,1,31720158,0,1,73355817.0
1210,0,3.5243269999999995,104.0,1,28208,0,1,0.0
1211,16000000,10.264597,93.0,1,68411275,1,0,0.0
1212,7000000,9.107828999999999,108.0,2,46488,0,1,0.0
1213,10000000,6.426937000000001,100.0,1,25605015,0,1,0.0
1214,802000,6.165341000000001,104.0,2,4371000,0,1,0.0
1215,260000000,14.670353,132.0,1,284139100,0,1,694096776.0
1216,120000,1.62632,87.0,1,14904,0,1,0.0
1217,6000000,15.11549,139.0,1,102272727,0,1,29109807.0
1218,13000000,6.236729,99.0,2,16929123,0,1,9899741.0
1219,25000000,7.492912,132.0,1,8613462,0,1,41999198.0
1220,230000,4.788002,89.0,1,25000000,1,1,44872271.0
1221,18000000,4.918419,120.0,3,40239,0,0,0.0
1222,0,0.941321,85.0,1,41232,0,1,49426575.0
1223,5000000,5.587765,109.0,1,16554699,0,1,44872271.0
1224,1000000,1.896218,93.0,1,2228115,0,0,0.0
1225,0,2.914029,128.0,1,19204593,0,0,0.0
1226,4000000,5.757907,143.0,4,6000000,0,1,5733520.0
1227,4000000,2.999052,92.0,1,350006,0,1,0.0
1228,2000000,4.126083,105.0,2,21665468,0,0,0.0
1229,50000000,14.383185000000001,106.0,1,41482207,1,1,26415594.0
1230,22000000,9.737907,117.0,1,67642693,1,1,85359573.0
1231,700000,11.118844000000001,112.0,1,2594000,0,1,0.0
1232,1700000,11.644764,93.0,1,8844595,1,1,0.0
1233,0,7.390658,79.0,1,1300000,1,1,0.0
1234,15000000,4.079853,96.0,1,12308521,0,1,54157630.0
1235,8000000,11.842837,163.0,2,27187653,0,1,36113083.0
1236,45000000,6.922458,106.0,2,11203026,0,1,191877015.0
1237,40000000,7.001645,90.0,2,151161491,0,1,48104608.0
1238,24000000,4.233080999999999,134.0,1,21049053,0,1,13622461.0
1239,20500000,16.603041,99.0,1,87987055,1,1,0.0
1240,28000000,6.000716000000001,99.0,1,33000337,1,1,35375792.0
1241,10700000,1.0607090000000001,89.0,1,1238080,0,1,0.0
1242,0,10.754614,91.0,1,5624282,0,1,0.0
1243,0,2.099788,90.0,1,37285,0,1,0.0
1244,35000000,10.430238000000001,97.0,1,116980662,0,1,53695711.0
1245,0,11.823889,101.0,1,204660,0,1,0.0
1246,44000000,4.393576,219.0,5,3484331,0,1,13928274.0
1247,0,12.874084,80.0,1,921974,0,0,0.0
1248,18000000,7.263988,114.0,2,25739015,0,1,178372554.0
1249,25000000,7.637345,98.0,3,64437847,0,1,0.0
1250,0,2.69722,105.0,1,144633,0,1,0.0
1251,7000000,13.546984,114.0,1,3646994,0,1,13881828.0
1252,61000000,154.80100900000002,145.0,1,369330363,0,1,191672146.0
1253,0,1.954863,93.0,2,18000,0,1,0.0
1254,3900000,6.9978880000000006,120.0,4,28350000,0,1,0.0
1255,30000000,17.955897,90.0,1,90259536,0,1,169886097.0
1256,33000000,19.628834,112.0,2,49100000,0,0,27078255.0
1257,5000000,15.909181,91.0,1,6341855,0,1,165593667.0
1258,5000000,8.405672000000001,124.0,1,26010864,0,1,11971779.0
1259,2200000,9.094477000000001,92.0,1,21930418,1,1,0.0
1260,722083,0.817488,120.0,3,499168,0,1,0.0
1261,8000000,6.963023,113.0,1,11715321,0,1,198042618.0
1262,30000000,12.130803,84.0,1,495303,0,1,0.0
1263,110000000,20.547925,114.0,1,470490832,0,1,165593667.0
1264,65000000,18.860681,123.0,2,128905366,1,1,58275973.0
1265,0,6.198003,85.0,1,486021,0,1,28159590.0
1266,0,1.9350060000000002,102.0,1,3337685,0,1,0.0
1267,0,0.689004,80.0,1,235432,0,0,0.0
1268,0,12.515435,91.0,1,3983997,0,1,68893936.0
1269,0,9.394353,84.0,1,1117920,0,1,101857425.0
1270,25000000,6.196929,114.0,1,27122040,0,1,0.0
1271,0,0.284911,95.0,1,1373728,0,1,0.0
1272,0,1.2334049999999999,136.0,1,1942423,0,0,0.0
1273,0,1.194891,124.0,1,8100000,0,1,24828839.0
1274,0,5.4512730000000005,98.0,1,1347747,0,0,0.0
1275,150000000,4.351756,150.0,2,836297228,1,1,402729257.0
1276,120000000,7.888013000000001,119.0,2,227817248,0,1,30713227.0
1277,0,12.140407000000002,108.0,1,8022000,0,1,0.0
1278,1200000,4.928139,85.0,1,2600000,0,1,0.0
1279,12000000,12.01334,103.0,1,7070330,0,1,0.0
1280,6000000,1.8222459999999998,99.0,1,4588176,0,0,0.0
1281,35000000,13.955376000000001,91.0,3,68349884,0,1,68408922.0
1282,30000000,9.524298,104.0,1,196114570,0,1,70148064.0
1283,0,4.7496220000000005,115.0,3,1113277,0,0,0.0
1284,7000000,14.054862,96.0,2,20256975,0,1,0.0
1285,0,0.53204,124.0,1,10082,0,1,0.0
1286,40000000,10.855502,121.0,1,149295601,0,1,131661137.0
1287,80000000,11.341084,102.0,1,169852759,0,1,110584683.0
1288,6000000,5.2534529999999995,92.0,1,14717854,0,1,0.0
1289,30000000,13.413895000000002,130.0,1,15395087,0,1,263779772.0
1290,0,2.86317,152.0,1,5200000,0,1,0.0
1291,38000000,10.307277000000001,90.0,2,29907685,1,1,0.0
1292,55000000,5.304043,100.0,1,11466088,1,1,0.0
1293,30000000,7.575696000000001,112.0,1,102820008,0,1,99498552.0
1294,85000000,7.680762,145.0,2,162242962,0,1,304657370.0
1295,25000,3.985181,95.0,1,25000,0,1,0.0
1296,0,2.067929,87.0,1,544476,1,1,0.0
1297,0,6.481464,111.0,1,101300000,0,1,34195488.0
1298,11000000,9.003792,94.0,1,3639345,0,1,0.0
1299,0,3.985291,90.0,1,1000000,0,1,0.0
1300,0,12.912844999999999,75.0,1,45100,0,0,0.0
1301,35000000,6.332878,102.0,1,155545279,0,1,33440016.0
1302,0,0.708186,87.0,1,10000000,0,1,0.0
1303,5700000,8.075698,110.0,3,19300483,0,0,0.0
1304,250000,4.281631,99.0,1,56825,0,1,6481809.0
1305,11000000,9.056173,94.0,1,593683,0,1,0.0
1306,1200000,6.486117,99.0,1,7000000,0,1,5733520.0
1307,6000000,0.651625,82.0,1,9000000,0,1,0.0
1308,8000000,7.030308,122.0,1,49000000,0,0,0.0
1309,16000000,6.62363,114.0,1,50007546,0,1,0.0
1310,0,5.884228,96.0,1,1919197,0,1,0.0
1311,0,4.8916379999999995,93.0,1,17277,1,0,0.0
1312,35000000,7.759428999999999,96.0,2,2106557,0,1,95825155.0
1313,23000000,5.307983999999999,98.0,2,12803305,0,1,0.0
1314,20000000,14.753931,115.0,1,41627431,1,1,35188894.0
1315,37000000,7.387171,115.0,1,165335153,1,1,97371973.0
1316,12000000,4.926507,116.0,1,6754898,0,1,68866263.0
1317,3800000,10.083019,122.0,3,17804565,0,0,0.0
1318,325000,0.867549,118.0,2,1600000,0,0,0.0
1319,2883848,11.845107,122.0,1,25000000,0,1,6570744.0
1320,800000,7.271526,100.0,1,867714,0,1,0.0
1321,116000000,7.240753,108.0,1,178127760,0,1,41999198.0
1322,20000000,5.762343,105.0,2,132675402,0,1,119372263.0
1323,21000000,5.484379,91.0,1,970816,0,1,35143788.0
1324,55000000,7.991167999999999,125.0,1,9450897,0,1,0.0
1325,5000000,10.996308,83.0,1,205703818,1,1,62827468.0
1326,0,0.24088800000000002,80.0,1,31894,0,1,0.0
1327,44000000,9.198283,147.0,1,165615285,0,1,50499729.0
1328,31000000,10.163266,118.0,1,68106245,0,1,53402834.0
1329,0,12.507625,112.0,2,5475058,0,0,0.0
1330,165000000,13.697597,108.0,1,471222889,1,1,676810762.0
1331,50000000,7.579855,83.0,1,151165787,1,1,0.0
1332,190000000,22.296076,130.0,1,209154322,0,1,572245135.0
1333,0,7.400261,115.0,3,23803308,1,0,0.0
1334,85000000,11.526339,85.0,1,149044513,1,1,0.0
1335,62000000,10.618141,137.0,1,1060056,0,1,94859619.0
1336,55000000,12.202063,116.0,1,18626419,0,1,131823300.0
1337,50000000,16.075615,116.0,1,62788218,0,1,290261209.0
1338,125000000,16.83711,92.0,1,346864462,0,1,217018127.0
1339,45000000,9.510762,111.0,4,212000000,1,1,50018861.0
1340,0,8.445423,108.0,3,11472454,0,1,0.0
1341,27000000,4.631978,117.0,1,44352417,1,1,0.0
1342,3000000,0.129004,94.0,1,6804016,0,1,0.0
1343,30000000,8.047735000000001,111.0,1,36894225,0,1,84737843.0
1344,0,0.796854,105.0,1,4314688,1,0,0.0
1345,70000000,11.898185,99.0,2,218613188,0,1,193741645.0
1346,11000000,4.890067,86.0,4,23978402,0,1,0.0
1347,0,2.978534,127.0,1,108083,0,0,0.0
1348,13000000,14.017754,132.0,1,3500605,0,1,53185212.0
1349,13000000,8.611077,94.0,1,68572378,0,1,9248873.0
1350,15000000,14.421528,103.0,1,108286421,0,1,108286422.0
1351,0,2.616309,86.0,1,524668,0,1,0.0
1352,40000000,14.840318,119.0,1,65754228,0,1,0.0
1353,0,8.98296,127.0,2,20374201,0,0,0.0
1354,0,4.337214,115.0,1,17530973,0,1,25463253.0
1355,40000000,12.637158,128.0,1,176997168,0,1,165959322.0
1356,2800000,8.173864,87.0,1,26279000,0,1,0.0
1357,700000,0.7128439999999999,85.0,2,1179676,0,1,0.0
1358,3000000,1.017103,80.0,2,1449945,0,1,0.0
1359,0,4.241058,118.0,1,43471,0,0,0.0
1360,32000000,13.332386999999999,155.0,1,57284237,0,1,0.0
1361,24000000,6.562982000000001,89.0,1,30551495,0,1,0.0
1362,0,5.385862,100.0,1,7840873,0,1,26948693.0
1363,270000000,13.284711999999999,154.0,3,391081192,1,1,371751070.0
1364,46000000,7.420019,99.0,3,107196498,1,1,76252404.0
1365,25000000,11.746053,104.0,1,119772232,0,1,69949540.0
1366,60000000,8.259952,87.0,3,78309131,0,1,44889276.0
1367,30000000,6.212898,98.0,1,102000000,0,1,0.0
1368,13000000,6.361343,129.0,1,23727301,1,0,0.0
1369,5000000,13.336773,97.0,2,9760104,0,1,118000879.0
1370,38000000,8.450799,96.0,1,205298907,0,1,99053369.0
